field,stage,archive,fund,cik,source_table,source_column_or_concept,raw_row_count,non_missing_count,non_missing_percentage,normalized_row_count,normalized_non_missing_count,normalized_coverage,aggregated_row_count,aggregated_non_missing_count,aggregated_coverage,blind_row_count,blind_non_missing_count,blind_coverage,aggregation_loss_count,export_loss_count,direct_parser_loss_count,support_join_loss_count,support_unmatched_count,exact_loss_stage,representative_raw_examples_json,diagnosis,recommended_action
reference_rate,supporting_facts,2025q4,MFIC,1278752,datasets/num.tsv|datasets/txt.tsv|datasets/non.tsv,{},1124,0,0.000000,1516,928,61.213720,1516,928,61.213720,0,0,,0,0,10,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
reference_rate,normalized,2025q4,MFIC,1278752,/private/tmp/finance-day3-sec-cache/bdc_soi_normalized.csv,"{""reference_rate"":928}",1516,928,61.213720,1516,928,61.213720,1516,928,61.213720,0,0,,0,0,10,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
reference_rate,aggregated,2025q4,MFIC,1278752,/private/tmp/finance-day3-sec-cache/bdc_facilities_agg.csv,"{""reference_rate"":928}",1516,928,61.213720,1516,928,61.213720,1516,928,61.213720,0,0,,0,0,10,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
reference_rate,blind_export,2025q4,MFIC,1278752,data/day3/blind_facility_pairs_v2.csv,{},0,0,,1516,928,61.213720,1516,928,61.213720,0,0,,0,0,10,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
acquisition_date,raw_soi,2025q4,MFIC,1278752,soi.tsv,{},1124,0,0.000000,1516,0,0.000000,1516,0,0.000000,0,0,,0,0,0,0,50,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
acquisition_date,supporting_facts,2025q4,MFIC,1278752,datasets/num.tsv|datasets/txt.tsv|datasets/non.tsv,"{""datasets/txt.tsv:InvestmentAcquisitionDate@us-gaap/2025"":50}",1124,50,4.448399,1516,0,0.000000,1516,0,0.000000,0,0,,0,0,0,0,50,supporting_facts_to_normalized,"[{""adsh"":""0001193125-25-269512"",""concept"":""InvestmentAcquisitionDate"",""investment_member"":""Genius Bidco LLC | Common Equity - Common Stock"",""line"":18743,""table"":""datasets/txt.tsv"",""value"":""2024-05-01"",""version"":""us-gaap/2025""},{""adsh"":""0001193125-25-269512"",""concept"":""InvestmentAcquisitionDate"",""investment_member"":""Merx Aviation Finance, LLC | Common Equity - Membership Interests"",""line"":18744,""table"":""datasets/txt.tsv"",""value"":""2022-09-01"",""version"":""us-gaap/2025""},{""adsh"":""0001193125-25-269512"",""concept"":""InvestmentAcquisitionDate"",""investment_member"":""RMCF V CIV L, L.P. | Common Equity - Common Stock"",""line"":18771,""table"":""datasets/txt.tsv"",""value"":""2024-09-05"",""version"":""us-gaap/2025""},{""adsh"":""0001193125-25-269512"",""concept"":""InvestmentAcquisitionDate"",""investment_member"":""TVG Orion Blocker, Inc. | Common Equity - Common Stock"",""line"":18772,""table"":""datasets/txt.tsv"",""value"":""2024-07-18"",""version"":""us-gaap/2025""},{""adsh"":""0001193125-25-269512"",""concept"":""InvestmentAcquisitionDate"",""investment_member"":""WC ORS Holdings, L.P. | Common Equity - Common Stock"",""line"":18773,""table"":""datasets/txt.tsv"",""value"":""2024-08-07"",""version"":""us-gaap/2025""},{""adsh"":""0001193125-25-269512"",""concept"":""InvestmentAcquisitionDate"",""investment_member"":""1244311 B.C. Ltd. | Common Equity - Common Stock"",""line"":18774,""table"":""datasets/txt.tsv"",""value"":""2020-09-30"",""version"":""us-gaap/2025""},{""adsh"":""0001193125-25-269512"",""concept"":""InvestmentAcquisitionDate"",""investment_member"":""Arrivia, Inc. (International Cruise & Excursion Gallery, Inc) | Common Equity - Membership Interests"",""line"":18775,""table"":""datasets/txt.tsv"",""value"":""2024-12-31"",""version"":""us-gaap/2025""},{""adsh"":""0001193125-25-269512"",""concept"":""InvestmentAcquisitionDate"",""investment_member"":""BSP-TS, LP | Preferred Equity - Preferred Equity"",""line"":18776,""table"":""datasets/txt.tsv"",""value"":""2024-12-23"",""version"":""us-gaap/2025""},{""adsh"":""0001193125-25-269512"",""concept"":""InvestmentAcquisitionDate"",""investment_member"":""Carbonfree Chemicals Holdings LLC | Common Equity - Common Equity / Interest"",""line"":18777,""table"":""datasets/txt.tsv"",""value"":""2019-11-01"",""version"":""us-gaap/2025""},{""adsh"":""0001193125-25-269512"",""concept"":""InvestmentAcquisitionDate"",""investment_member"":""ChyronHego Corporation | Preferred Equity - Preferred Equity"",""line"":18778,""table"":""datasets/txt.tsv"",""value"":""2020-12-29"",""version"":""us-gaap/2025""}]",join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
acquisition_date,normalized,2025q4,MFIC,1278752,/private/tmp/finance-day3-sec-cache/bdc_soi_normalized.csv,{},1516,0,0.000000,1516,0,0.000000,1516,0,0.000000,0,0,,0,0,0,0,50,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
acquisition_date,aggregated,2025q4,MFIC,1278752,/private/tmp/finance-day3-sec-cache/bdc_facilities_agg.csv,{},1516,0,0.000000,1516,0,0.000000,1516,0,0.000000,0,0,,0,0,0,0,50,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
acquisition_date,blind_export,2025q4,MFIC,1278752,data/day3/blind_facility_pairs_v2.csv,{},0,0,,1516,0,0.000000,1516,0,0.000000,0,0,,0,0,0,0,50,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,raw_soi,2025q4,NMFC,1496099,soi.tsv,{},1189,0,0.000000,1393,0,0.000000,1103,0,0.000000,1,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,supporting_facts,2025q4,NMFC,1496099,datasets/num.tsv|datasets/txt.tsv|datasets/non.tsv,{},1189,0,0.000000,1393,0,0.000000,1103,0,0.000000,1,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,normalized,2025q4,NMFC,1496099,/private/tmp/finance-day3-sec-cache/bdc_soi_normalized.csv,{},1393,0,0.000000,1393,0,0.000000,1103,0,0.000000,1,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,aggregated,2025q4,NMFC,1496099,/private/tmp/finance-day3-sec-cache/bdc_facilities_agg.csv,{},1103,0,0.000000,1393,0,0.000000,1103,0,0.000000,1,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,blind_export,2025q4,NMFC,1496099,data/day3/blind_facility_pairs_v2.csv,{},1,0,0.000000,1393,0,0.000000,1103,0,0.000000,1,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
currency,raw_soi,2025q4,NMFC,1496099,soi.tsv,{},1189,0,0.000000,1393,0,0.000000,1103,0,0.000000,1,0,0.000000,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
currency,supporting_facts,2025q4,NMFC,1496099,datasets/num.tsv|datasets/txt.tsv|datasets/non.tsv,{},1189,0,0.000000,1393,0,0.000000,1103,0,0.000000,1,0,0.000000,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
currency,normalized,2025q4,NMFC,1496099,/private/tmp/finance-day3-sec-cache/bdc_soi_normalized.csv,{},1393,0,0.000000,1393,0,0.000000,1103,0,0.000000,1,0,0.000000,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
currency,aggregated,2025q4,NMFC,1496099,/private/tmp/finance-day3-sec-cache/bdc_facilities_agg.csv,{},1103,0,0.000000,1393,0,0.000000,1103,0,0.000000,1,0,0.000000,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
currency,blind_export,2025q4,NMFC,1496099,data/day3/blind_facility_pairs_v2.csv,{},1,0,0.000000,1393,0,0.000000,1103,0,0.000000,1,0,0.000000,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
reference_rate,raw_soi,2025q4,NMFC,1496099,soi.tsv,{},1189,0,0.000000,1393,0,0.000000,1103,0,0.000000,1,0,0.000000,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
reference_rate,supporting_facts,2025q4,NMFC,1496099,datasets/num.tsv|datasets/txt.tsv|datasets/non.tsv,{},1189,0,0.000000,1393,0,0.000000,1103,0,0.000000,1,0,0.000000,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
reference_rate,normalized,2025q4,NMFC,1496099,/private/tmp/finance-day3-sec-cache/bdc_soi_normalized.csv,{},1393,0,0.000000,1393,0,0.000000,1103,0,0.000000,1,0,0.000000,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
reference_rate,aggregated,2025q4,NMFC,1496099,/private/tmp/finance-day3-sec-cache/bdc_facilities_agg.csv,{},1103,0,0.000000,1393,0,0.000000,1103,0,0.000000,1,0,0.000000,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
reference_rate,blind_export,2025q4,NMFC,1496099,data/day3/blind_facility_pairs_v2.csv,{},1,0,0.000000,1393,0,0.000000,1103,0,0.000000,1,0,0.000000,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
acquisition_date,raw_soi,2025q4,NMFC,1496099,soi.tsv,{},1189,0,0.000000,1393,0,0.000000,1103,0,0.000000,1,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
acquisition_date,supporting_facts,2025q4,NMFC,1496099,datasets/num.tsv|datasets/txt.tsv|datasets/non.tsv,{},1189,0,0.000000,1393,0,0.000000,1103,0,0.000000,1,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
acquisition_date,normalized,2025q4,NMFC,1496099,/private/tmp/finance-day3-sec-cache/bdc_soi_normalized.csv,{},1393,0,0.000000,1393,0,0.000000,1103,0,0.000000,1,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
acquisition_date,aggregated,2025q4,NMFC,1496099,/private/tmp/finance-day3-sec-cache/bdc_facilities_agg.csv,{},1103,0,0.000000,1393,0,0.000000,1103,0,0.000000,1,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
acquisition_date,blind_export,2025q4,NMFC,1496099,data/day3/blind_facility_pairs_v2.csv,{},1,0,0.000000,1393,0,0.000000,1103,0,0.000000,1,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,raw_soi,2025q4,OBDC,1655888,soi.tsv,{},699,0,0.000000,699,0,0.000000,699,0,0.000000,1,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,supporting_facts,2025q4,OBDC,1655888,datasets/num.tsv|datasets/txt.tsv|datasets/non.tsv,{},699,0,0.000000,699,0,0.000000,699,0,0.000000,1,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,normalized,2025q4,OBDC,1655888,/private/tmp/finance-day3-sec-cache/bdc_soi_normalized.csv,{},699,0,0.000000,699,0,0.000000,699,0,0.000000,1,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,aggregated,2025q4,OBDC,1655888,/private/tmp/finance-day3-sec-cache/bdc_facilities_agg.csv,{},699,0,0.000000,699,0,0.000000,699,0,0.000000,1,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,blind_export,2025q4,OBDC,1655888,data/day3/blind_facility_pairs_v2.csv,{},1,0,0.000000,699,0,0.000000,699,0,0.000000,1,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
currency,raw_soi,2025q4,OBDC,1655888,soi.tsv,{},699,0,0.000000,699,0,0.000000,699,0,0.000000,1,0,0.000000,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
currency,supporting_facts,2025q4,OBDC,1655888,datasets/num.tsv|datasets/txt.tsv|datasets/non.tsv,{},699,0,0.000000,699,0,0.000000,699,0,0.000000,1,0,0.000000,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
currency,normalized,2025q4,OBDC,1655888,/private/tmp/finance-day3-sec-cache/bdc_soi_normalized.csv,{},699,0,0.000000,699,0,0.000000,699,0,0.000000,1,0,0.000000,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
currency,aggregated,2025q4,OBDC,1655888,/private/tmp/finance-day3-sec-cache/bdc_facilities_agg.csv,{},699,0,0.000000,699,0,0.000000,699,0,0.000000,1,0,0.000000,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
currency,blind_export,2025q4,OBDC,1655888,data/day3/blind_facility_pairs_v2.csv,{},1,0,0.000000,699,0,0.000000,699,0,0.000000,1,0,0.000000,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
reference_rate,raw_soi,2025q4,OBDC,1655888,soi.tsv,{},699,0,0.000000,699,0,0.000000,699,0,0.000000,1,0,0.000000,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
reference_rate,supporting_facts,2025q4,OBDC,1655888,datasets/num.tsv|datasets/txt.tsv|datasets/non.tsv,{},699,0,0.000000,699,0,0.000000,699,0,0.000000,1,0,0.000000,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
reference_rate,normalized,2025q4,OBDC,1655888,/private/tmp/finance-day3-sec-cache/bdc_soi_normalized.csv,{},699,0,0.000000,699,0,0.000000,699,0,0.000000,1,0,0.000000,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
reference_rate,aggregated,2025q4,OBDC,1655888,/private/tmp/finance-day3-sec-cache/bdc_facilities_agg.csv,{},699,0,0.000000,699,0,0.000000,699,0,0.000000,1,0,0.000000,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
reference_rate,blind_export,2025q4,OBDC,1655888,data/day3/blind_facility_pairs_v2.csv,{},1,0,0.000000,699,0,0.000000,699,0,0.000000,1,0,0.000000,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
acquisition_date,raw_soi,2025q4,OBDC,1655888,soi.tsv,{},699,0,0.000000,699,0,0.000000,699,0,0.000000,1,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
acquisition_date,supporting_facts,2025q4,OBDC,1655888,datasets/num.tsv|datasets/txt.tsv|datasets/non.tsv,{},699,0,0.000000,699,0,0.000000,699,0,0.000000,1,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
acquisition_date,normalized,2025q4,OBDC,1655888,/private/tmp/finance-day3-sec-cache/bdc_soi_normalized.csv,{},699,0,0.000000,699,0,0.000000,699,0,0.000000,1,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
acquisition_date,aggregated,2025q4,OBDC,1655888,/private/tmp/finance-day3-sec-cache/bdc_facilities_agg.csv,{},699,0,0.000000,699,0,0.000000,699,0,0.000000,1,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
acquisition_date,blind_export,2025q4,OBDC,1655888,data/day3/blind_facility_pairs_v2.csv,{},1,0,0.000000,699,0,0.000000,699,0,0.000000,1,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,raw_soi,2025q4,OCIC,1812554,soi.tsv,{},1011,0,0.000000,1011,0,0.000000,1011,0,0.000000,2,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,supporting_facts,2025q4,OCIC,1812554,datasets/num.tsv|datasets/txt.tsv|datasets/non.tsv,{},1011,0,0.000000,1011,0,0.000000,1011,0,0.000000,2,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,normalized,2025q4,OCIC,1812554,/private/tmp/finance-day3-sec-cache/bdc_soi_normalized.csv,{},1011,0,0.000000,1011,0,0.000000,1011,0,0.000000,2,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,aggregated,2025q4,OCIC,1812554,/private/tmp/finance-day3-sec-cache/bdc_facilities_agg.csv,{},1011,0,0.000000,1011,0,0.000000,1011,0,0.000000,2,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,blind_export,2025q4,OCIC,1812554,data/day3/blind_facility_pairs_v2.csv,{},2,0,0.000000,1011,0,0.000000,1011,0,0.000000,2,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
currency,raw_soi,2025q4,OCIC,1812554,soi.tsv,{},1011,0,0.000000,1011,0,0.000000,1011,0,0.000000,2,0,0.000000,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
currency,supporting_facts,2025q4,OCIC,1812554,datasets/num.tsv|datasets/txt.tsv|datasets/non.tsv,{},1011,0,0.000000,1011,0,0.000000,1011,0,0.000000,2,0,0.000000,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
currency,normalized,2025q4,OCIC,1812554,/private/tmp/finance-day3-sec-cache/bdc_soi_normalized.csv,{},1011,0,0.000000,1011,0,0.000000,1011,0,0.000000,2,0,0.000000,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
currency,aggregated,2025q4,OCIC,1812554,/private/tmp/finance-day3-sec-cache/bdc_facilities_agg.csv,{},1011,0,0.000000,1011,0,0.000000,1011,0,0.000000,2,0,0.000000,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
currency,blind_export,2025q4,OCIC,1812554,data/day3/blind_facility_pairs_v2.csv,{},2,0,0.000000,1011,0,0.000000,1011,0,0.000000,2,0,0.000000,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
reference_rate,raw_soi,2025q4,OCIC,1812554,soi.tsv,{},1011,0,0.000000,1011,0,0.000000,1011,0,0.000000,2,0,0.000000,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
reference_rate,supporting_facts,2025q4,OCIC,1812554,datasets/num.tsv|datasets/txt.tsv|datasets/non.tsv,{},1011,0,0.000000,1011,0,0.000000,1011,0,0.000000,2,0,0.000000,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
reference_rate,normalized,2025q4,OCIC,1812554,/private/tmp/finance-day3-sec-cache/bdc_soi_normalized.csv,{},1011,0,0.000000,1011,0,0.000000,1011,0,0.000000,2,0,0.000000,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
reference_rate,aggregated,2025q4,OCIC,1812554,/private/tmp/finance-day3-sec-cache/bdc_facilities_agg.csv,{},1011,0,0.000000,1011,0,0.000000,1011,0,0.000000,2,0,0.000000,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
reference_rate,blind_export,2025q4,OCIC,1812554,data/day3/blind_facility_pairs_v2.csv,{},2,0,0.000000,1011,0,0.000000,1011,0,0.000000,2,0,0.000000,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
acquisition_date,raw_soi,2025q4,OCIC,1812554,soi.tsv,{},1011,0,0.000000,1011,0,0.000000,1011,0,0.000000,2,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
acquisition_date,supporting_facts,2025q4,OCIC,1812554,datasets/num.tsv|datasets/txt.tsv|datasets/non.tsv,{},1011,0,0.000000,1011,0,0.000000,1011,0,0.000000,2,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
acquisition_date,normalized,2025q4,OCIC,1812554,/private/tmp/finance-day3-sec-cache/bdc_soi_normalized.csv,{},1011,0,0.000000,1011,0,0.000000,1011,0,0.000000,2,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
acquisition_date,aggregated,2025q4,OCIC,1812554,/private/tmp/finance-day3-sec-cache/bdc_facilities_agg.csv,{},1011,0,0.000000,1011,0,0.000000,1011,0,0.000000,2,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
acquisition_date,blind_export,2025q4,OCIC,1812554,data/day3/blind_facility_pairs_v2.csv,{},2,0,0.000000,1011,0,0.000000,1011,0,0.000000,2,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,raw_soi,2025q4,OCSL,1414932,soi.tsv,{},933,0,0.000000,941,0,0.000000,829,0,0.000000,0,0,,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,supporting_facts,2025q4,OCSL,1414932,datasets/num.tsv|datasets/txt.tsv|datasets/non.tsv,{},933,0,0.000000,941,0,0.000000,829,0,0.000000,0,0,,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,normalized,2025q4,OCSL,1414932,/private/tmp/finance-day3-sec-cache/bdc_soi_normalized.csv,{},941,0,0.000000,941,0,0.000000,829,0,0.000000,0,0,,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,aggregated,2025q4,OCSL,1414932,/private/tmp/finance-day3-sec-cache/bdc_facilities_agg.csv,{},829,0,0.000000,941,0,0.000000,829,0,0.000000,0,0,,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,blind_export,2025q4,OCSL,1414932,data/day3/blind_facility_pairs_v2.csv,{},0,0,,941,0,0.000000,829,0,0.000000,0,0,,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
currency,raw_soi,2025q4,OCSL,1414932,soi.tsv,{},933,0,0.000000,941,0,0.000000,829,0,0.000000,0,0,,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
currency,supporting_facts,2025q4,OCSL,1414932,datasets/num.tsv|datasets/txt.tsv|datasets/non.tsv,{},933,0,0.000000,941,0,0.000000,829,0,0.000000,0,0,,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
currency,normalized,2025q4,OCSL,1414932,/private/tmp/finance-day3-sec-cache/bdc_soi_normalized.csv,{},941,0,0.000000,941,0,0.000000,829,0,0.000000,0,0,,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
currency,aggregated,2025q4,OCSL,1414932,/private/tmp/finance-day3-sec-cache/bdc_facilities_agg.csv,{},829,0,0.000000,941,0,0.000000,829,0,0.000000,0,0,,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
currency,blind_export,2025q4,OCSL,1414932,data/day3/blind_facility_pairs_v2.csv,{},0,0,,941,0,0.000000,829,0,0.000000,0,0,,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
reference_rate,raw_soi,2025q4,OCSL,1414932,soi.tsv,{},933,0,0.000000,941,5,0.531350,829,5,0.603136,0,0,,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
reference_rate,supporting_facts,2025q4,OCSL,1414932,datasets/num.tsv|datasets/txt.tsv|datasets/non.tsv,{},933,0,0.000000,941,5,0.531350,829,5,0.603136,0,0,,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
reference_rate,normalized,2025q4,OCSL,1414932,/private/tmp/finance-day3-sec-cache/bdc_soi_normalized.csv,"{""reference_rate"":5}",941,5,0.531350,941,5,0.531350,829,5,0.603136,0,0,,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
reference_rate,aggregated,2025q4,OCSL,1414932,/private/tmp/finance-day3-sec-cache/bdc_facilities_agg.csv,"{""reference_rate"":5}",829,5,0.603136,941,5,0.531350,829,5,0.603136,0,0,,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
reference_rate,blind_export,2025q4,OCSL,1414932,data/day3/blind_facility_pairs_v2.csv,{},0,0,,941,5,0.531350,829,5,0.603136,0,0,,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
acquisition_date,raw_soi,2025q4,OCSL,1414932,soi.tsv,{},933,0,0.000000,941,0,0.000000,829,0,0.000000,0,0,,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
